customer_id,last_purchase_date,frequency,monetary,units_sold,products_purchased,country,recency,r_score,f_score,m_score,rfm_score,rfm_code,segment
18196,2011-09-05 16:22:00,2,686.63,431,131,United Kingdom,96,2,3,3,8,233,At-risk customers
12658,2011-11-21 10:22:00,1,686.05,320,36,Germany,19,4,1,3,8,413,New customers
15626,2011-09-26 10:03:00,2,675.8,766,49,United Kingdom,75,2,3,3,8,233,At-risk customers
12942,2011-07-31 14:39:00,3,675.6,198,68,United Kingdom,132,2,3,3,8,233,At-risk customers
17749,2011-06-14 15:45:00,2,674.52,320,33,United Kingdom,179,2,3,3,8,233,At-risk customers
13951,2011-06-16 16:43:00,3,674.45,459,38,United Kingdom,177,2,3,3,8,233,At-risk customers
14628,2011-09-09 14:58:00,2,671.96,272,22,United Kingdom,92,2,3,3,8,233,At-risk customers
12838,2011-11-06 12:20:00,2,671.95,355,115,United Kingdom,34,3,2,3,8,323,Other customers
17105,2011-07-03 15:53:00,2,665.78,693,80,United Kingdom,160,2,3,3,8,233,At-risk customers
13963,2011-02-04 14:43:00,4,664.54,460,35,United Kingdom,309,1,4,3,8,143,At-risk customers
16573,2011-09-16 09:13:00,2,663.61,360,40,United Kingdom,85,2,3,3,8,233,At-risk customers
13759,2011-11-06 14:47:00,2,659.4100000000001,287,24,United Kingdom,34,3,2,3,8,323,Other customers
14818,2011-09-27 11:01:00,3,657.8,324,41,United Kingdom,74,2,3,3,8,233,At-risk customers
13049,2011-10-06 15:31:00,2,656.6800000000001,268,14,United Kingdom,65,3,2,3,8,323,Other customers
16708,2011-10-25 12:20:00,1,656.63,285,27,United Kingdom,46,3,2,3,8,323,Other customers
16127,2011-10-31 13:58:00,1,656.25,323,40,United Kingdom,40,3,2,3,8,323,Other customers
14725,2011-11-15 12:42:00,1,655.58,588,45,United Kingdom,25,4,1,3,8,413,New customers
18151,2011-07-28 11:35:00,2,653.35,355,38,United Kingdom,135,2,3,3,8,233,At-risk customers
18121,2011-07-13 12:53:00,2,653.3,438,28,United Kingdom,150,2,3,3,8,233,At-risk customers
15205,2011-09-15 19:36:00,2,653.24,378,37,United Kingdom,86,2,3,3,8,233,At-risk customers
14548,2011-07-12 12:19:00,2,652.8,256,2,United Kingdom,151,2,3,3,8,233,At-risk customers
16056,2011-10-25 15:19:00,1,650.75,345,66,United Kingdom,46,3,2,3,8,323,Other customers
14855,2011-08-12 14:02:00,2,645.65,267,13,United Kingdom,120,2,3,3,8,233,At-risk customers
16383,2011-09-26 12:45:00,2,643.76,467,80,United Kingdom,75,2,3,3,8,233,At-risk customers
13034,2011-10-16 12:21:00,2,642.77,369,37,United Kingdom,55,3,2,3,8,323,Other customers
15384,2011-06-23 10:57:00,2,642.41,596,34,United Kingdom,170,2,3,3,8,233,At-risk customers
14481,2011-06-28 10:38:00,2,636.51,489,25,United Kingdom,165,2,3,3,8,233,At-risk customers
15829,2011-09-01 16:45:00,2,636.14,996,44,United Kingdom,100,2,3,3,8,233,At-risk customers
14021,2011-07-07 15:46:00,3,631.9,192,22,United Kingdom,156,2,3,3,8,233,At-risk customers
13539,2011-09-15 10:18:00,3,631.34,320,35,United Kingdom,86,2,3,3,8,233,At-risk customers
17990,2011-04-17 11:44:00,3,630.84,414,27,United Kingdom,237,1,4,3,8,143,At-risk customers
15402,2011-07-14 12:17:00,2,626.77,694,35,United Kingdom,149,2,3,3,8,233,At-risk customers
12649,2011-08-24 14:41:00,3,623.51,586,28,Germany,108,2,3,3,8,233,At-risk customers
16431,2011-05-10 14:09:00,3,623.28,442,51,United Kingdom,214,1,4,3,8,143,At-risk customers
15258,2011-06-24 12:30:00,2,623.16,142,32,United Kingdom,169,2,3,3,8,233,At-risk customers
15182,2011-07-08 13:37:00,2,622.85,253,24,United Kingdom,155,2,3,3,8,233,At-risk customers
14152,2011-09-25 12:54:00,2,621.29,711,47,United Kingdom,76,2,3,3,8,233,At-risk customers
16613,2011-09-30 15:52:00,1,618.59,293,30,United Kingdom,71,3,2,3,8,323,Other customers
12596,2011-10-19 13:02:00,2,618.27,474,25,Spain,52,3,2,3,8,323,Other customers
14905,2011-07-05 12:41:00,2,616.15,287,14,United Kingdom,158,2,3,3,8,233,At-risk customers
14382,2011-11-13 16:18:00,1,615.49,1231,121,United Kingdom,27,4,1,3,8,413,New customers
18022,2011-11-04 12:45:00,1,612.72,703,141,United Kingdom,36,3,2,3,8,323,Other customers
15232,2011-08-18 16:27:00,2,612.06,686,26,United Kingdom,114,2,3,3,8,233,At-risk customers
15645,2011-11-21 11:55:00,1,612.01,256,50,United Kingdom,19,4,1,3,8,413,New customers
17849,2011-05-05 13:46:00,4,605.8000000000001,114,14,United Kingdom,219,1,4,3,8,143,At-risk customers
14133,2011-08-02 11:34:00,3,605.64,348,25,United Kingdom,130,2,3,3,8,233,At-risk customers
14323,2011-08-17 11:37:00,2,605.0600000000001,350,32,United Kingdom,115,2,3,3,8,233,At-risk customers
12944,2011-11-04 11:04:00,2,604.51,289,29,United Kingdom,36,3,2,3,8,323,Other customers
15366,2011-09-25 15:01:00,2,602.51,621,37,United Kingdom,76,2,3,3,8,233,At-risk customers
12556,2011-10-20 13:06:00,2,599.56,355,100,Spain,51,3,2,3,8,323,Other customers
15720,2011-11-15 14:48:00,1,598.73,281,128,United Kingdom,25,4,1,3,8,413,New customers
14645,2011-07-06 09:15:00,2,597.09,381,28,United Kingdom,157,2,3,3,8,233,At-risk customers
14675,2011-11-23 12:58:00,1,596.36,336,93,United Kingdom,17,4,1,3,8,413,New customers
14965,2011-09-04 13:20:00,2,596.09,363,80,United Kingdom,97,2,3,3,8,233,At-risk customers
16788,2011-08-08 14:53:00,2,594.39,304,138,United Kingdom,124,2,3,3,8,233,At-risk customers
13959,2011-09-21 15:06:00,3,594.04,355,79,United Kingdom,80,2,3,3,8,233,At-risk customers
13276,2011-10-07 12:44:00,2,590.9300000000001,161,30,United Kingdom,64,3,2,3,8,323,Other customers
14338,2011-07-01 14:08:00,2,588.22,335,30,United Kingdom,162,2,3,3,8,233,At-risk customers
16384,2011-09-11 11:19:00,2,584.5,260,33,United Kingdom,90,2,3,3,8,233,At-risk customers
17259,2011-07-14 15:01:00,2,581.23,388,104,United Kingdom,149,2,3,3,8,233,At-risk customers
13292,2011-11-01 10:04:00,2,578.9399999999999,347,29,United Kingdom,39,3,2,3,8,323,Other customers
12601,2011-06-03 10:17:00,5,577.0600000000001,245,21,Germany,190,1,4,3,8,143,At-risk customers
14176,2011-02-15 13:12:00,4,576.9000000000001,209,28,United Kingdom,298,1,4,3,8,143,At-risk customers
16723,2011-09-09 13:01:00,2,576.4,398,37,United Kingdom,92,2,3,3,8,233,At-risk customers
15830,2011-11-02 10:40:00,1,576.0,415,39,United Kingdom,38,3,2,3,8,323,Other customers
13405,2011-09-26 17:01:00,3,572.451,165,25,United Kingdom,75,2,3,3,8,233,At-risk customers
16345,2011-10-26 16:03:00,1,565.46,288,35,United Kingdom,45,3,2,3,8,323,Other customers
13946,2011-09-21 13:33:00,3,561.5699999999999,443,11,United Kingdom,80,2,3,3,8,233,At-risk customers
17955,2011-05-25 12:00:00,4,557.3,273,14,United Kingdom,199,1,4,3,8,143,At-risk customers
14891,2011-07-14 18:08:00,2,554.38,505,30,United Kingdom,149,2,3,3,8,233,At-risk customers
17674,2011-09-26 13:35:00,2,551.04,672,19,United Kingdom,75,2,3,3,8,233,At-risk customers
17265,2011-07-24 10:49:00,2,550.01,389,106,United Kingdom,139,2,3,3,8,233,At-risk customers
16031,2011-09-08 13:07:00,2,547.9,421,91,United Kingdom,93,2,3,3,8,233,At-risk customers
17520,2011-10-17 12:04:00,1,546.81,365,30,United Kingdom,54,3,2,3,8,323,Other customers
15043,2011-11-08 14:26:00,1,537.0,300,3,United Kingdom,32,4,1,3,8,413,New customers
13000,2011-08-25 10:43:00,3,534.85,379,30,United Kingdom,107,2,3,3,8,233,At-risk customers
13217,2011-08-09 15:32:00,3,533.98,262,3,United Kingdom,123,2,3,3,8,233,At-risk customers
17062,2011-01-30 11:01:00,4,533.33,418,52,United Kingdom,314,1,4,3,8,143,At-risk customers
14265,2011-08-22 13:32:00,2,530.18,330,31,Unspecified,110,2,3,3,8,233,At-risk customers
14002,2011-07-28 15:55:00,2,529.73,877,47,United Kingdom,135,2,3,3,8,233,At-risk customers
14463,2011-09-02 15:20:00,3,529.62,179,6,United Kingdom,99,2,3,3,8,233,At-risk customers
16602,2011-11-03 15:54:00,1,528.08,336,29,United Kingdom,37,3,2,3,8,323,Other customers
17623,2011-11-07 11:32:00,1,527.0500000000001,265,33,United Kingdom,33,3,2,3,8,323,Other customers
17712,2011-10-26 12:28:00,1,522.91,215,29,United Kingdom,45,3,2,3,8,323,Other customers
12571,2011-10-31 10:19:00,2,519.61,523,31,France,40,3,2,3,8,323,Other customers
16955,2011-06-08 10:36:00,4,518.67,266,18,United Kingdom,185,1,4,3,8,143,At-risk customers
16650,2011-09-29 09:51:00,1,518.42,372,24,United Kingdom,72,3,2,3,8,323,Other customers
17454,2011-05-31 13:58:00,4,517.53,243,57,United Kingdom,193,1,4,3,8,143,At-risk customers
15882,2011-05-25 11:35:00,4,516.36,276,23,United Kingdom,199,1,4,3,8,143,At-risk customers
17391,2011-06-29 09:58:00,2,508.8,480,2,United Kingdom,164,2,3,3,8,233,At-risk customers
17630,2011-06-23 11:58:00,2,503.59999999999997,158,24,United Kingdom,170,2,3,3,8,233,At-risk customers
15881,2011-01-31 16:59:00,5,501.39000000000004,260,26,United Kingdom,313,1,4,3,8,143,At-risk customers
17298,2011-08-30 16:43:00,2,498.42,387,30,United Kingdom,102,2,3,3,8,233,At-risk customers
13732,2011-11-11 15:49:00,1,491.86,498,33,United Kingdom,29,4,1,3,8,413,New customers
14236,2011-09-20 09:13:00,2,490.86,310,15,United Kingdom,81,2,3,3,8,233,At-risk customers
13153,2011-12-04 12:14:00,1,486.22,418,15,United Kingdom,6,5,1,2,8,512,New customers
16518,2011-10-09 15:04:00,2,484.32,327,36,United Kingdom,62,3,3,2,8,332,Potential loyalists
12808,2011-11-03 10:05:00,3,483.65000000000003,188,27,Portugal,37,3,3,2,8,332,Potential loyalists
17950,2011-09-28 15:18:00,3,482.2,366,63,United Kingdom,73,2,4,2,8,242,At-risk customers
12504,2011-11-21 16:02:00,2,482.04999999999995,90,6,Germany,19,4,2,2,8,422,New customers
18216,2011-11-08 16:55:00,1,481.75,200,26,United Kingdom,32,4,2,2,8,422,New customers
16693,2011-10-02 11:10:00,2,477.86,203,58,United Kingdom,69,3,3,2,8,332,Potential loyalists
15721,2011-11-28 12:14:00,1,471.40000000000003,388,80,United Kingdom,12,5,1,2,8,512,New customers
13066,2011-11-15 12:57:00,2,470.8,322,48,United Kingdom,25,4,2,2,8,422,New customers
14029,2011-10-07 14:46:00,2,467.66,198,15,United Kingdom,64,3,3,2,8,332,Potential loyalists
15468,2011-10-19 13:49:00,2,467.51,155,24,United Kingdom,52,3,3,2,8,332,Potential loyalists
13579,2011-11-25 08:41:00,2,467.04,176,19,United Kingdom,15,4,2,2,8,422,New customers
16374,2011-10-04 15:21:00,2,466.73,237,101,United Kingdom,67,3,3,2,8,332,Potential loyalists
16504,2011-11-14 15:18:00,1,465.88,510,76,United Kingdom,26,4,2,2,8,422,New customers
17418,2011-10-28 13:00:00,2,463.46000000000004,289,29,United Kingdom,43,3,3,2,8,332,Potential loyalists
15754,2011-10-19 14:40:00,3,458.57,199,24,United Kingdom,52,3,3,2,8,332,Potential loyalists
15121,2011-10-20 14:51:00,2,457.72,199,28,United Kingdom,51,3,3,2,8,332,Potential loyalists
15471,2011-12-07 14:12:00,1,454.48,256,67,United Kingdom,3,5,1,2,8,512,New customers
13489,2011-08-26 13:16:00,4,449.52,560,11,United Kingdom,106,2,4,2,8,242,At-risk customers
14780,2011-10-16 12:46:00,2,447.68,310,26,United Kingdom,55,3,3,2,8,332,Potential loyalists
17370,2011-09-28 10:14:00,4,446.18,540,31,United Kingdom,73,2,4,2,8,242,At-risk customers
17190,2011-10-12 11:33:00,2,444.74,161,19,United Kingdom,59,3,3,2,8,332,Potential loyalists
18006,2011-11-16 16:52:00,1,444.68,220,21,United Kingdom,24,4,2,2,8,422,New customers
16025,2011-11-10 11:45:00,1,439.65999999999997,338,28,United Kingdom,30,4,2,2,8,422,New customers
16948,2011-07-24 12:46:00,3,435.02,1614,15,United Kingdom,139,2,4,2,8,242,At-risk customers
14093,2011-11-27 16:27:00,1,433.86,391,95,United Kingdom,13,5,1,2,8,512,New customers
12452,2011-11-23 10:28:00,2,430.57,185,21,Switzerland,17,4,2,2,8,422,New customers
16884,2011-11-02 11:52:00,2,429.84000000000003,320,26,United Kingdom,38,3,3,2,8,332,Potential loyalists
15957,2011-11-08 12:14:00,1,428.89,211,40,United Kingdom,32,4,2,2,8,422,New customers
17869,2011-08-24 16:16:00,5,428.18,111,37,United Kingdom,108,2,4,2,8,242,At-risk customers
16816,2011-08-28 14:16:00,4,417.06,274,28,United Kingdom,104,2,4,2,8,242,At-risk customers
16239,2011-10-14 08:29:00,2,414.2,228,18,United Kingdom,57,3,3,2,8,332,Potential loyalists
13827,2011-10-13 12:38:00,3,409.8,138,83,United Kingdom,58,3,3,2,8,332,Potential loyalists
16243,2011-11-06 12:32:00,2,409.1,110,49,United Kingdom,34,3,3,2,8,332,Potential loyalists
16018,2011-10-31 14:13:00,2,408.90000000000003,190,26,United Kingdom,40,3,3,2,8,332,Potential loyalists
17913,2011-10-12 10:45:00,2,408.65,288,55,United Kingdom,59,3,3,2,8,332,Potential loyalists
16324,2011-08-03 12:58:00,3,408.59000000000003,270,100,United Kingdom,129,2,4,2,8,242,At-risk customers
15012,2011-10-17 12:22:00,2,405.04,225,110,United Kingdom,54,3,3,2,8,332,Potential loyalists
15938,2011-08-19 12:56:00,5,404.58,240,13,United Kingdom,113,2,4,2,8,242,At-risk customers
17052,2011-11-11 14:50:00,1,399.09,251,72,United Kingdom,29,4,2,2,8,422,New customers
12508,2011-11-13 15:37:00,2,397.88,271,57,France,27,4,2,2,8,422,New customers
16354,2011-10-07 14:28:00,2,395.8,150,38,United Kingdom,64,3,3,2,8,332,Potential loyalists
16207,2011-11-14 13:51:00,1,394.38,140,19,United Kingdom,26,4,2,2,8,422,New customers
15847,2011-11-01 14:41:00,2,389.27,449,22,United Kingdom,39,3,3,2,8,332,Potential loyalists
13899,2011-11-23 13:40:00,2,388.52,156,19,United Kingdom,17,4,2,2,8,422,New customers
14538,2011-10-06 10:31:00,2,388.25,155,19,United Kingdom,65,3,3,2,8,332,Potential loyalists
13673,2011-11-21 12:11:00,2,387.44,114,47,United Kingdom,19,4,2,2,8,422,New customers
16204,2011-11-16 13:40:00,1,384.18,218,45,United Kingdom,24,4,2,2,8,422,New customers
15440,2011-10-16 12:16:00,3,383.68,197,50,United Kingdom,55,3,3,2,8,332,Potential loyalists
12832,2011-11-07 13:30:00,2,383.03,195,27,United Kingdom,33,4,2,2,8,422,New customers
13817,2011-11-10 17:49:00,2,382.98,211,20,Germany,30,4,2,2,8,422,New customers
16441,2011-10-03 17:48:00,2,381.2,173,22,United Kingdom,68,3,3,2,8,332,Potential loyalists
17999,2011-11-02 15:56:00,2,380.39,219,87,United Kingdom,38,3,3,2,8,332,Potential loyalists
14731,2011-10-23 15:54:00,3,380.02,256,38,United Kingdom,48,3,3,2,8,332,Potential loyalists
13589,2011-11-25 12:10:00,2,379.65,114,21,United Kingdom,15,4,2,2,8,422,New customers
15885,2011-09-08 10:43:00,3,379.35,111,18,United Kingdom,93,2,4,2,8,242,At-risk customers
17078,2011-11-03 19:17:00,2,378.2,788,28,United Kingdom,37,3,3,2,8,332,Potential loyalists
17489,2011-10-12 08:56:00,2,376.64,428,28,United Kingdom,59,3,3,2,8,332,Potential loyalists
14067,2011-10-07 10:21:00,2,374.7,361,51,United Kingdom,64,3,3,2,8,332,Potential loyalists
16321,2011-09-28 14:55:00,5,373.65000000000003,135,7,Australia,73,2,4,2,8,242,At-risk customers
12981,2011-11-10 12:00:00,2,372.21999999999997,242,12,United Kingdom,30,4,2,2,8,422,New customers
18155,2011-09-25 13:32:00,3,371.62,266,19,United Kingdom,76,2,4,2,8,242,At-risk customers
17765,2011-07-04 12:41:00,3,367.63,143,51,United Kingdom,159,2,4,2,8,242,At-risk customers
18181,2011-11-15 15:08:00,1,366.85,133,40,United Kingdom,25,4,2,2,8,422,New customers
14427,2011-10-20 14:23:00,2,363.34000000000003,228,16,United Kingdom,51,3,3,2,8,332,Potential loyalists
16903,2011-11-10 15:32:00,1,363.2,247,50,United Kingdom,30,4,2,2,8,422,New customers
13844,2011-11-28 13:21:00,1,361.62,196,20,United Kingdom,12,5,1,2,8,512,New customers
13298,2011-12-08 13:11:00,1,360.0,96,2,United Kingdom,2,5,1,2,8,512,New customers
16372,2011-11-06 13:08:00,2,355.73,158,86,United Kingdom,34,3,3,2,8,332,Potential loyalists
15840,2011-10-12 09:08:00,2,355.56,396,26,United Kingdom,59,3,3,2,8,332,Potential loyalists
14690,2011-10-26 15:39:00,2,355.05,167,40,United Kingdom,45,3,3,2,8,332,Potential loyalists
14804,2011-12-01 11:20:00,1,353.27,121,12,United Kingdom,9,5,1,2,8,512,New customers
15870,2011-11-07 10:58:00,1,351.44,333,68,United Kingdom,33,4,2,2,8,422,New customers
13790,2011-12-05 15:48:00,1,348.8,748,45,United Kingdom,5,5,1,2,8,512,New customers
14379,2011-10-26 16:43:00,2,348.1,292,39,United Kingdom,45,3,3,2,8,332,Potential loyalists
16423,2011-11-15 09:21:00,1,346.12,230,18,United Kingdom,25,4,2,2,8,422,New customers
15520,2011-12-08 10:58:00,1,343.5,314,18,United Kingdom,2,5,1,2,8,512,New customers
17045,2011-08-18 17:09:00,3,339.44,106,20,United Kingdom,114,2,4,2,8,242,At-risk customers
13569,2011-11-22 13:07:00,2,338.62,156,73,United Kingdom,18,4,2,2,8,422,New customers
15900,2011-11-16 12:19:00,1,337.28,216,44,United Kingdom,24,4,2,2,8,422,New customers
15619,2011-11-29 08:14:00,1,336.40000000000003,136,3,United Kingdom,11,5,1,2,8,512,New customers
13727,2011-11-11 09:46:00,2,333.48,162,19,United Kingdom,29,4,2,2,8,422,New customers
14517,2011-11-06 14:20:00,2,330.45,91,17,United Kingdom,34,3,3,2,8,332,Potential loyalists
12953,2011-11-30 09:24:00,1,329.85,84,17,United Kingdom,10,5,1,2,8,512,New customers
17615,2011-08-01 14:06:00,3,329.6,140,13,United Kingdom,131,2,4,2,8,242,At-risk customers
15579,2011-10-02 12:45:00,2,327.6,117,45,United Kingdom,69,3,3,2,8,332,Potential loyalists
16366,2011-11-21 08:19:00,1,327.3,256,18,United Kingdom,19,4,2,2,8,422,New customers
12844,2011-11-10 13:31:00,2,325.96000000000004,125,47,United Kingdom,30,4,2,2,8,422,New customers
16685,2011-10-09 13:58:00,2,324.24,396,60,United Kingdom,62,3,3,2,8,332,Potential loyalists
18261,2011-10-27 15:36:00,2,324.24,146,19,United Kingdom,44,3,3,2,8,332,Potential loyalists
16342,2011-09-25 14:36:00,4,322.41,157,10,United Kingdom,76,2,4,2,8,242,At-risk customers
15107,2011-02-01 14:46:00,6,319.5,169,12,United Kingdom,312,1,5,2,8,152,At-risk customers
17458,2011-11-24 13:01:00,1,316.5,170,52,United Kingdom,16,4,2,2,8,422,New customers
16473,2011-06-28 09:10:00,3,316.11,196,18,United Kingdom,165,2,4,2,8,242,At-risk customers
18117,2011-11-14 12:47:00,1,315.65,605,68,United Kingdom,26,4,2,2,8,422,New customers
12650,2011-12-06 16:34:00,1,314.44,254,20,France,4,5,1,2,8,512,New customers
15318,2011-12-06 11:30:00,1,312.62,642,33,United Kingdom,4,5,1,2,8,512,New customers
14555,2011-10-13 16:24:00,2,312.54,122,18,United Kingdom,58,3,3,2,8,332,Potential loyalists
16956,2011-11-22 08:56:00,1,308.74,114,16,United Kingdom,18,4,2,2,8,422,New customers
17510,2011-11-15 10:00:00,1,308.48,214,20,United Kingdom,25,4,2,2,8,422,New customers
14716,2011-10-27 17:29:00,2,307.51,495,46,United Kingdom,44,3,3,2,8,332,Potential loyalists
16674,2011-10-16 11:31:00,2,304.24,181,89,United Kingdom,55,3,3,2,8,332,Potential loyalists
15148,2011-11-29 08:21:00,1,301.29,187,20,United Kingdom,11,5,1,2,8,512,New customers
17793,2011-11-14 14:24:00,1,300.34,226,49,United Kingdom,26,4,2,2,8,422,New customers
15857,2011-11-21 12:18:00,1,297.0,308,14,United Kingdom,19,4,2,2,8,422,New customers
16998,2011-07-13 09:44:00,4,295.0,76,1,United Kingdom,150,2,4,2,8,242,At-risk customers
14954,2011-11-27 14:30:00,1,294.85,117,75,United Kingdom,13,5,1,2,8,512,New customers
17255,2011-10-30 12:18:00,2,291.48,227,69,United Kingdom,41,3,3,2,8,332,Potential loyalists
15545,2011-10-16 13:24:00,2,288.96999999999997,162,78,United Kingdom,55,3,3,2,8,332,Potential loyalists
17977,2011-11-10 13:28:00,1,288.14,342,19,United Kingdom,30,4,2,2,8,422,New customers
16555,2011-11-04 14:31:00,2,285.89,175,15,United Kingdom,36,3,3,2,8,332,Potential loyalists
17636,2011-11-20 14:40:00,1,285.56,182,20,United Kingdom,20,4,2,2,8,422,New customers
18270,2011-11-01 13:57:00,2,283.15,101,11,United Kingdom,39,3,3,2,8,332,Potential loyalists
17247,2011-11-24 15:21:00,1,280.09000000000003,105,53,United Kingdom,16,4,2,2,8,422,New customers
14480,2011-11-28 16:35:00,1,279.05,143,13,United Kingdom,12,5,1,2,8,512,New customers
13272,2011-11-08 14:00:00,2,276.56,96,15,United Kingdom,32,4,2,2,8,422,New customers
14819,2011-10-06 13:41:00,2,272.07,109,13,United Kingdom,65,3,3,2,8,332,Potential loyalists
17767,2011-11-24 14:42:00,1,271.2,128,21,United Kingdom,16,4,2,2,8,422,New customers
17011,2011-11-09 13:30:00,1,270.9,186,15,United Kingdom,31,4,2,2,8,422,New customers
12558,2011-12-02 10:41:00,1,269.96,196,11,USA,8,5,1,2,8,512,New customers
17430,2011-11-07 09:24:00,2,265.76,190,14,United Kingdom,33,3,3,2,8,332,Potential loyalists
16936,2011-11-14 11:04:00,1,261.9,171,56,United Kingdom,26,4,2,2,8,422,New customers
13189,2011-11-21 10:39:00,2,260.68,842,29,United Kingdom,19,4,2,2,8,422,New customers
15014,2011-10-27 20:07:00,2,257.67,149,29,United Kingdom,44,3,3,2,8,332,Potential loyalists
17896,2011-11-16 13:59:00,1,256.32,288,2,United Kingdom,24,4,2,2,8,422,New customers
17385,2011-11-25 11:02:00,1,256.11,197,42,United Kingdom,15,4,2,2,8,422,New customers
14761,2011-10-12 12:10:00,2,255.9,118,11,United Kingdom,59,3,3,2,8,332,Potential loyalists
16836,2011-10-31 10:05:00,2,251.87,165,11,United Kingdom,40,3,3,2,8,332,Potential loyalists
13207,2011-11-24 14:52:00,2,250.26000000000002,130,7,United Kingdom,16,4,2,2,8,422,New customers
13592,2011-11-04 09:49:00,4,247.95999999999998,84,15,United Kingdom,36,3,4,1,8,341,Potential loyalists
15783,2011-11-29 09:50:00,1,246.3,212,14,United Kingdom,11,5,2,1,8,521,New customers
16528,2011-12-06 12:45:00,1,244.41,171,17,United Kingdom,4,5,2,1,8,521,New customers
17892,2011-10-14 16:49:00,3,244.1,109,27,United Kingdom,57,3,4,1,8,341,Potential loyalists
15850,2011-11-20 14:14:00,2,234.88,298,87,United Kingdom,20,4,3,1,8,431,Potential loyalists
15393,2011-11-23 16:48:00,2,231.86,150,10,United Kingdom,17,4,3,1,8,431,Potential loyalists
13960,2011-11-18 15:27:00,2,230.22,142,11,United Kingdom,22,4,3,1,8,431,Potential loyalists
15790,2011-11-29 14:53:00,1,218.75,113,34,United Kingdom,11,5,2,1,8,521,New customers
16189,2011-11-24 11:47:00,2,215.48,134,9,United Kingdom,16,4,3,1,8,431,Potential loyalists
16519,2011-11-14 15:41:00,2,215.07999999999998,54,13,United Kingdom,26,4,3,1,8,431,Potential loyalists
16411,2011-11-20 13:23:00,2,211.7,131,41,United Kingdom,20,4,3,1,8,431,Potential loyalists
14984,2011-11-20 14:28:00,2,202.37,58,37,United Kingdom,20,4,3,1,8,431,Potential loyalists
13978,2011-11-25 11:36:00,2,196.79000000000002,315,14,United Kingdom,15,4,3,1,8,431,Potential loyalists
17383,2011-12-05 17:36:00,1,193.39000000000001,148,49,United Kingdom,5,5,2,1,8,521,New customers
14768,2011-11-22 12:54:00,2,192.60000000000002,52,4,United Kingdom,18,4,3,1,8,431,Potential loyalists
14551,2011-11-21 13:36:00,2,186.23,106,9,United Kingdom,19,4,3,1,8,431,Potential loyalists
15124,2011-11-17 10:09:00,2,184.19,233,14,United Kingdom,23,4,3,1,8,431,Potential loyalists
18058,2011-11-30 08:38:00,1,170.16,88,3,United Kingdom,10,5,2,1,8,521,New customers
13962,2011-11-18 08:47:00,2,169.55,87,11,United Kingdom,22,4,3,1,8,431,Potential loyalists
15904,2011-12-01 14:50:00,1,164.68,84,30,United Kingdom,9,5,2,1,8,521,New customers
17885,2011-11-27 14:40:00,1,156.34,110,50,United Kingdom,13,5,2,1,8,521,New customers
17549,2011-11-16 09:59:00,2,148.86,210,5,United Kingdom,24,4,3,1,8,431,Potential loyalists
17359,2011-11-28 14:37:00,1,127.86,161,13,United Kingdom,12,5,2,1,8,521,New customers
16414,2011-11-18 09:42:00,2,126.25,27,5,United Kingdom,22,4,3,1,8,431,Potential loyalists
16988,2011-12-04 16:02:00,1,126.12,43,7,United Kingdom,6,5,2,1,8,521,New customers
16569,2011-12-06 15:32:00,1,124.2,93,5,United Kingdom,4,5,2,1,8,521,New customers
18015,2011-12-05 14:49:00,1,120.03,157,46,United Kingdom,5,5,2,1,8,521,New customers
18174,2011-12-02 16:56:00,1,104.0,50,1,United Kingdom,8,5,2,1,8,521,New customers
17024,2011-10-25 13:47:00,3,95.85,69,2,United Kingdom,46,3,4,1,8,341,Potential loyalists
16506,2011-11-20 12:17:00,2,90.30000000000001,42,3,United Kingdom,20,4,3,1,8,431,Potential loyalists
16597,2011-12-05 15:44:00,1,90.04,184,7,United Kingdom,5,5,2,1,8,521,New customers
16789,2011-12-01 15:12:00,1,80.8,32,5,United Kingdom,9,5,2,1,8,521,New customers
17942,2011-12-02 10:45:00,1,77.50000000000001,38,2,United Kingdom,8,5,2,1,8,521,New customers
18037,2011-07-08 13:39:00,6,70.02,20,19,United Kingdom,155,2,5,1,8,251,At-risk customers
15863,2011-11-14 12:49:00,2,68.84,19,18,United Kingdom,26,4,3,1,8,431,Potential loyalists
15992,2011-12-06 11:00:00,1,41.989999999999995,17,3,United Kingdom,4,5,2,1,8,521,New customers
17816,2011-11-03 11:34:00,4,36.56,30,16,United Kingdom,37,3,4,1,8,341,Potential loyalists
12346,2011-01-18 10:01:00,1,77183.6,74215,1,United Kingdom,326,1,1,5,7,115,Cannot lose them
13135,2011-05-27 10:52:00,1,3096.0,4300,1,United Kingdom,197,1,1,5,7,115,Cannot lose them
14439,2011-01-24 11:39:00,1,2661.24,526,32,Greece,320,1,1,5,7,115,Cannot lose them
12501,2011-01-07 12:28:00,1,2169.39,1783,149,Germany,337,1,1,5,7,115,Cannot lose them
17597,2011-05-10 11:54:00,1,2044.3700000000001,1176,55,United Kingdom,214,1,2,4,7,124,Cannot lose them
12585,2011-04-19 13:39:00,2,2040.1,1279,77,Germany,235,1,2,4,7,124,Cannot lose them
15341,2011-09-20 09:40:00,1,2020.52,812,17,United Kingdom,81,2,1,4,7,214,Cannot lose them
15372,2011-07-25 16:39:00,1,2007.3999999999999,2924,27,United Kingdom,138,2,1,4,7,214,Cannot lose them
16754,2010-12-02 17:38:00,1,2002.4,4280,2,United Kingdom,373,1,2,4,7,124,Cannot lose them
