stock_code,description,revenue,units_sold,orders,customers_with_id,sales_rows,revenue_share_pct,average_unit_price
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,553.07,201,34,17,34,0.0051969953159303715,2.7515920398009954
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,553.01,475,93,26,93,0.005196431518004329,1.1642315789473685
23473,WOODLAND SMALL RED FELT HEART,552.02,678,51,41,51,0.005187128852224643,0.814188790560472
47563A,RETRO LONGBOARD IRONING BOARD COVER,551.51,285,105,31,105,0.00518233656985329,1.935122807017544
35599B,BLACK CHRISTMAS TREE 120CM,551.13,217,27,19,27,0.005178765849655026,2.539769585253456
35965,FOLKART HEART NAPKIN RINGS,551.13,366,69,22,69,0.005178765849655026,1.5058196721311474
22903,CALENDAR FAMILY FAVOURITES,550.6,193,59,21,59,0.005173785634641659,2.8528497409326428
21397,BLUE POLKADOT EGG CUP,550.43,1075,65,43,65,0.005172188207184541,0.5120279069767442
23457,LARGE PARLOUR PICTURE FRAME,549.88,112,31,27,31,0.00516702005952916,4.909642857142857
21849,SILVER DIAMANTE PEN IN GIFT BOX,548.93,173,66,16,68,0.0051580932590335,3.1730057803468203
23549,WRAP BIRD GARDEN,548.1,1305,52,46,52,0.005150294054389926,0.42000000000000004
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,547.76,247,40,25,40,0.00514709919947569,2.217651821862348
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,547.35,185,35,25,36,0.005143246580314406,2.9586486486486487
23074,EMBOSSED HEART TRINKET BOX,547.27,246,48,32,48,0.00514249484974635,2.2246747967479674
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,547.24,461,97,35,97,0.00514221295078333,1.1870715835140997
21128,GOLD FISHING GNOME,546.6,68,36,12,36,0.005136199106238887,8.038235294117648
84598,BOYS ALPHABET IRON ON PATCHES,546.04,1975,99,5,99,0.005130936992262498,0.2764759493670886
22261,FELT EGG COSY WHITE RABBIT,544.7099999999999,579,107,61,110,0.005118439471568575,0.9407772020725387
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,543.51,81,23,18,23,0.005107163513047744,6.71
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,541.39,249,27,21,29,0.005087242652994275,2.1742570281124496
22513,DOORSTOP FOOTBALL DESIGN,539.9,152,67,37,67,0.005073241671164241,3.5519736842105263
22023,EMPIRE BIRTHDAY CARD,538.72,1206,146,71,147,0.005062153645285424,0.44669983416252074
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,536.41,449,35,20,35,0.005040447425132822,1.1946770601336303
22717,CARD DOG AND BALL,535.78,1229,131,69,131,0.005034527546909386,0.43594792514239217
23398,HANGING HEART BONHEUR,535.35,606,69,53,75,0.0050304869951060885,0.8834158415841584
22496,SET OF 2 ROUND TINS DUTCH CHEESE,535.11,253,79,63,79,0.005028231803401922,2.1150592885375494
85088,CANDY SPOT HAND BAG,534.83,259,51,18,52,0.005025600746413728,2.064980694980695
85114c,RED ENCHANTED FOREST PLACEMAT,534.66,162,35,0,35,0.005024003318956609,3.30037037037037
23660,HENRIETTA HEN MUG,534.66,306,42,30,42,0.005024003318956609,1.7472549019607841
82613D,METAL SIGN CUPCAKE SINGLE HOOK,534.24,696,111,43,111,0.005020056733474319,0.7675862068965518
22543,MINI JIGSAW BAKE A CAKE,530.8,1453,55,32,55,0.004987732319047933,0.3653131452167928
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,530.6,448,94,33,94,0.004985852992627796,1.184375
35241,ENAMEL BLUE RIM BISCUIT BIN,530.49,103,44,27,44,0.004984819363096719,5.1503883495145635
21801,CHRISTMAS TREE DECORATION WITH BELL,530.26,1251,125,22,125,0.004982658137713559,0.42386890487609913
21270,ANTIQUE CREAM CUTLERY CUPBOARD,530.19,50,36,12,36,0.0049820003734665115,10.603800000000001
75131,METAL TUBE CHIME ON BAMBOO,529.21,490,15,13,15,0.004972791674007832,1.0800204081632654
23139,SINGLE WIRE HOOK PINK HEART,528.6999999999999,414,27,20,28,0.0049679993916364774,1.2770531400966183
22709,WRAP WEDDING DAY,528.5,1325,39,38,39,0.004966120065216339,0.3988679245283019
21059,PARTY INVITES DINOSAURS,528.2299999999999,611,94,67,94,0.004963582974549152,0.864533551554828
23060,HEART BEADED TRELLIS DECORATION,528.1700000000001,249,42,34,44,0.004963019176623111,2.1211646586345383
22707,WRAP MONSTER FUN,527.94,1257,49,41,49,0.004960857951239951,0.42000000000000004
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,527.85,69,1,1,1,0.00496001225435089,7.65
85104,SILVER GLASS T-LIGHT SET,525.75,201,17,13,17,0.0049402793269394335,2.6156716417910446
22521,CHILDS GARDEN TROWEL PINK,525.51,609,104,81,105,0.0049380241352352675,0.8629064039408867
22248,DECORATION  PINK CHICK MAGIC GARDEN,525.09,593,109,43,111,0.004934077549752976,0.8854806070826308
85135B,BLUE DRAGONFLY HELICOPTER,524.5500000000001,65,45,28,46,0.004929003368418602,8.07
20785,FUSCHIA RETRO BAR STOOL,523.3000000000001,14,5,4,5,0.004917257578292736,37.37857142857143
22861,EASTER TIN CHICKS IN GARDEN,522.93,305,50,36,50,0.004913780824415478,1.7145245901639343
85131B,BEADED CRYSTAL HEART GREEN ON STICK,521.11,623,172,2,172,0.0048966789539922175,0.8364526484751204
85025C,PINK HEART SHAPE PHOTO FRAME,520.91,321,39,27,40,0.004894799627572078,1.6227725856697819
84816,DANISH ROSE BEDSIDE CABINET,519.35,13,10,10,10,0.0048801408814949975,39.95
23336,EGG FRYING PAN PINK,519.25,225,85,46,86,0.004879201218284928,2.307777777777778
84313B,BLUE TV TRAY TABLE,518.61,127,39,6,39,0.004873187373740485,4.0835433070866145
21455,PAINTED YELLOW WOODEN DAISY,516.79,612,117,32,120,0.0048560855033172225,0.8444281045751634
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,513.02,104,36,22,36,0.004820660200297609,4.932884615384615
22216,T-LIGHT HOLDER WHITE LACE,512.93,588,68,17,68,0.004819814503408546,0.8723299319727891
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,49,39,49,0.004810042006023826,3.7917777777777775
21926,RED/CREAM STRIPE CUSHION COVER,509.9,414,60,35,60,0.004791342708143447,1.2316425120772947
22280,POCKET BAG PINK PAISELY BROWN SPOT,509.59,468,95,26,96,0.0047884297521922315,1.0888675213675214
72819,CUPID DESIGN SCENTED CANDLES,509.07,225,43,28,43,0.0047835435034998715,2.2625333333333333
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,508.36999999999995,554,80,51,81,0.004776965861029385,0.9176353790613717
20681,PINK POLKADOT CHILDRENS UMBRELLA,506.96,140,46,29,47,0.004763716609767409,3.621142857142857
20761,BLUE PAISLEY SKETCHBOOK,505.97,120,63,46,63,0.004754413943987723,4.2164166666666665
20998,ROSE DU SUD OVEN GLOVE,505.20000000000005,185,69,27,69,0.004747178537270189,2.730810810810811
22127,PARTY CONES CARNIVAL ASSORTED,504.88,404,22,20,23,0.004744171614997968,1.2497029702970297
21654,RIDGED GLASS FINGER BOWL,504.68,974,59,40,60,0.004742292288577829,0.5181519507186858
84687,BEACH HUT SHELF W 3 DRAWERS,504.43,81,31,16,31,0.0047399431305526546,6.227530864197531
84616,SILVER ROCCOCO CHANDELIER,504.32,14,9,6,9,0.004738909501021579,36.02285714285714
21067,VINTAGE RED TEATIME MUG,504.15,317,76,30,77,0.0047373120735644605,1.590378548895899
21925,UNION STRIPE CUSHION COVER,503.75,403,65,38,66,0.0047335534207241835,1.25
82616B,FRAPPUCINO SCARF KNITTING KIT,502.74,343,73,35,75,0.004724062822302484,1.4657142857142857
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,501.98,107,45,29,45,0.004716921381905956,4.691401869158879
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,501.44,324,85,40,85,0.004711847200571582,1.5476543209876543
85231G,ORANGE SCENTED SET/9 T-LIGHTS,501.27,594,81,49,82,0.0047102497731144645,0.8438888888888889
23117,POPPY FIELDS CHOPPING BOARD,501.23,93,45,39,45,0.004709873907830437,5.389569892473118
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,500.90999999999997,591,57,40,57,0.0047068669855582146,0.8475634517766497
23021,GLASS BONNE JAM JAR,500.82000000000005,120,27,24,27,0.004706021288669153,4.173500000000001
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",500.24,583,111,39,111,0.004700571242050751,0.8580445969125214
23560,SET OF 6 RIBBONS COUNTRY STYLE,499.18,172,26,20,26,0.004690610812024016,2.9022093023255815
21972,SET OF 36 DINOSAUR PAPER DOILIES,499.08,335,65,35,65,0.004689671148813947,1.4897910447761193
84509C,SET OF 4 POLKADOT PLACEMATS,498.94,130,51,20,51,0.004688355620319849,3.838
22050,PINK PAISLEY ROSE GIFT WRAP,498.5,1225,40,37,40,0.004684221102195544,0.4069387755102041
23466,TUSCAN VILLA DOVECOTE,498.03,55,27,20,27,0.0046798046851082185,9.055090909090909
23045,PAPER LANTERN 5 POINT STAR MOON 30,497.9800000000001,118,25,22,25,0.004679334853503185,4.220169491525424
84970s,HANGING HEART ZINC T-LIGHT HOLDER,496.49,238,66,0,66,0.004665333871673152,2.08609243697479
22511,RETROSPOT BABUSHKA DOORSTOP,495.2,251,54,44,54,0.004653212216263257,1.9729083665338645
22516,CHILDS GARDEN RAKE BLUE,494.89000000000004,206,62,35,64,0.004650299260312043,2.4023786407766994
20766,GARDEN PATH SKETCHBOOK,493.57,122,57,41,58,0.004637895705939127,4.045655737704918
21358,TOAST ITS - HAPPY BIRTHDAY,493.29,411,108,54,108,0.004635264648950933,1.20021897810219
35598D,PINK/WHITE CHRISTMAS TREE 60CM,493.01,684,42,23,42,0.004632633591962739,0.7207748538011696
46776C,WOVEN FROST CUSHION COVER,492.79,117,59,6,59,0.004630566332900587,4.211880341880342
21632,VINTAGE PINK DECORATIVE PARASOL,489.74,88,24,5,24,0.004601906604993473,5.565227272727273
85194S,HANGING SPRING FLOWER EGG SMALL,489.17,1197,72,50,72,0.004596550524696078,0.40866332497911445
21850,BLUE  DIAMANTE PEN IN GIFT BOX,488.13,129,54,12,54,0.004586778027311356,3.783953488372093
35809A,ENAMEL PINK TEA CONTAINER,488.06,420,62,37,63,0.004586120263064308,1.162047619047619
21202,DOLLY HONEYCOMB GARLAND,485.46,474,25,20,25,0.004561689019602505,1.0241772151898734
21454,PAINTED PINK RABBIT,485.15999999999997,572,136,41,139,0.004558870029972298,0.8481818181818181
84820,DANISH ROSE TRINKET TRAYS,483.05,259,31,31,31,0.004539043136239835,1.8650579150579152
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,40,27,40,0.0045388552035978205,1.274485488126649
21634,ASSORTED MINI MADRAS NOTEBOOK,481.95,976,28,22,28,0.0045287068409290724,0.4938012295081967
22638,SET OF 4 NAPKIN CHARMS CROWNS,481.88,300,52,37,52,0.004528049076682025,1.6062666666666667
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,481.79999999999995,420,85,37,85,0.004527297346113969,1.147142857142857
23691,KEEP CALM BIRTHDAY WRAP,481.5,1175,38,36,38,0.004524478356483761,0.4097872340425532
22230,JIGSAW TREE WITH WATERING CAN,480.62999999999994,1047,101,50,103,0.004516303286556157,0.4590544412607449
90209C,PINK ENAMEL+GLASS HAIR COMB,480.5,263,31,8,31,0.004515081724383067,1.826996197718631
21867,PINK UNION JACK  LUGGAGE TAG,480.25,348,121,56,130,0.004512732566357895,1.3800287356321839
21741,COSY SLIPPER SHOES LARGE GREEN,480.1700000000001,147,40,27,40,0.004511980835789839,3.2664625850340143
84849B,FAIRY SOAP SOAP HOLDER,478.83,266,76,41,76,0.00449938934877491,1.8001127819548872
23422,PANTRY HOOK BALLOON WHISK,477.89,213,47,29,47,0.004490556514600259,2.2436150234741783
85049F,BABY BOOM RIBBONS,477.34,378,88,70,91,0.004485388366944877,1.2628042328042328
21472,LADYBIRD + BEE RAFFIA FOOD COVER,476.41,123,37,29,37,0.004476649499091233,3.8732520325203255
20803,SMALL PINK GLASS SUNDAE DISH,476.38,939,40,26,40,0.004476367600128212,0.5073269435569755
23561,SET OF 6 RIBBONS PARTY,476.0,170,16,13,16,0.004472796879929949,2.8
21587,COSY HOUR GIANT TUBE MATCHES,475.65,195,26,25,29,0.004469508058694705,2.439230769230769
85093,CANDY SPOT EGG WARMER HARE,475.18,708,88,20,89,0.00446509164160738,0.6711581920903955
22184,CAKE STAND VICTORIAN FILIGREE LARGE,471.86,56,35,3,35,0.004433894823033078,8.42607142857143
21366,MIRRORED WALL ART PHOTO FRAMES,470.16999999999996,89,46,9,47,0.004418014514782907,5.282808988764044
20716,PARTY FOOD SHOPPER BAG,469.63,400,73,31,74,0.004412940333448532,1.174075
20707,CRAZY DAISY HEART DECORATION,468.39,464,149,20,149,0.004401288509643673,1.0094612068965516
20615,BLUE POLKADOT PASSPORT COVER,466.99,309,95,28,95,0.004388133224702703,1.511294498381877
84674,FLYING PIG WATERING CAN,466.95000000000005,193,47,31,48,0.004387757359418675,2.419430051813472
20831,GOLD PHOTO FRAME,466.53000000000003,216,39,19,39,0.004383810773936384,2.1598611111111112
84917,WHITE HAND TOWEL WITH BUTTERFLY,466.3,184,27,13,27,0.004381649548553224,2.534239130434783
22647,CERAMIC LOVE HEART MONEY BANK,466.18,732,45,34,45,0.004380521952701141,0.6368579234972678
23379,PACK OF 12 RED APPLE TISSUES,465.36,1220,76,49,77,0.004372816714378573,0.3814426229508197
21374,MIRRORED WALL ART SKULLS,463.79,304,46,37,46,0.004358064001980484,1.525625
20838,FRENCH LATTICE CUSHION COVER,461.45,385,57,30,57,0.004336075882864863,1.1985714285714286
35598B,BLACK CHRISTMAS TREE 60CM,460.64,558,25,20,25,0.0043284646108633015,0.8255197132616487
21003,ROSE DU SUD CUSHION COVER,460.58,78,46,6,46,0.004327900812937259,5.904871794871795
22344,PARTY PIZZA DISH PINK POLKADOT,459.81,1225,76,34,76,0.004320665406219726,0.37535510204081635
21063,PARTY INVITES JAZZ HEARTS,458.31,528,102,64,102,0.004306570458068686,0.8680113636363637
21062,PARTY INVITES SPACEMAN,457.38,538,74,55,74,0.004297831590215041,0.8501486988847583
17096,ASSORTED LAQUERED INCENSE HOLDERS,455.9800000000001,2545,24,12,24,0.004284676305274072,0.1791669941060904
21851,LILAC DIAMANTE PEN IN GIFT BOX,454.99,141,63,12,63,0.004275373639494385,3.2268794326241137
35004G,SET OF 3 GOLD FLYING DUCKS,454.65,127,21,16,21,0.004272178784580149,3.5799212598425196
84916,HAND TOWEL PALE BLUE W FLOWERS,453.39,223,29,17,29,0.004260339028133275,2.0331390134529146
85169C,EAU DE NIL LOVE BIRD CANDLE,452.86,429,46,14,46,0.004255358813119909,1.0556177156177156
21061,PARTY INVITES FOOTBALL,451.7,488,83,49,83,0.004244458719883104,0.9256147540983606
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,451.59,1153,49,19,49,0.004243425090352027,0.3916652211621856
23548,WRAP MAGIC FOREST,451.5,1075,43,42,43,0.004242579393462966,0.42
23509,MINI PLAYING CARDS FUN FAIR,451.46000000000004,1062,65,51,66,0.004242203528178938,0.4251035781544256
48189,DOORMAT FRIENDSHIP,451.10999999999996,27,17,0,17,0.004238914706943694,16.707777777777775
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,450.08,40,32,3,32,0.004229236175879981,11.251999999999999
22517,CHILDS GARDEN RAKE PINK,447.63000000000005,199,69,48,69,0.004206214427233283,2.2493969849246236
20669,RED HEART LUGGAGE TAG,447.34,304,96,36,101,0.004203489403924082,1.4715131578947367
20770,ABSTRACT CIRCLE JOURNAL,447.25,184,72,24,72,0.00420264370703502,2.4307065217391304
21365,MIRRORED WALL ART STARS,447.09000000000003,363,52,35,54,0.004201140245898909,1.2316528925619836
84600,NEW BAROQUE JEWELLERY BOX,446.89,53,25,16,25,0.00419926091947877,8.43188679245283
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,446.84,237,57,33,57,0.0041987910878737355,1.8854008438818564
22486,PLASMATRONIC LAMP,446.45,71,25,9,25,0.004195126401354466,6.288028169014084
84920,PINK FLOWER FABRIC PONY,446.23,115,48,22,48,0.004193059142292312,3.8802608695652174
22598,CHRISTMAS MUSICAL ZINC TREE,446.2,990,95,42,96,0.004192777243329292,0.4507070707070707
84976,RECTANGULAR SHAPED MIRROR,446.15000000000003,512,37,27,37,0.004192307411724257,0.8713867187500001
21415,CLAM SHELL SMALL,446.02000000000004,219,46,25,46,0.004191085849551168,2.0366210045662103
21220,SET/4 BADGES DOGS,445.01,338,89,34,89,0.004181595251129467,1.3165976331360947
21656,RIDGED GLASS POSY VASE,444.58,219,47,15,47,0.004177554699326168,2.0300456621004566
21580,RABBIT  DESIGN  COTTON TOTE BAG,444.07,181,62,21,62,0.004172762416954815,2.453425414364641
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",443.38,537,96,33,96,0.004166278740805337,0.8256610800744879
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,441.89,82,56,10,56,0.004152277758975305,5.38890243902439
22643,SET OF 4 NAPKIN CHARMS LEAVES,441.83,238,48,29,48,0.004151713961049262,1.8564285714285713
35637A,IVORY STRING CURTAIN WITH POLE,440.62,170,28,23,28,0.004140344036207424,2.5918823529411763
22390,PAPERWEIGHT CHILDHOOD MEMORIES,440.34,266,36,24,36,0.004137712979219229,1.6554135338345863
20619,TROPICAL PASSPORT COVER,439.65,262,99,16,99,0.004131229303069751,1.6780534351145038
20768,GREEN FERN JOURNAL,438.57,176,55,31,55,0.004121080940401003,2.491875
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,437.81999999999994,274,25,23,25,0.004114033466325483,1.597883211678832
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,437.59,1409,57,40,58,0.004111872240942324,0.3105677785663591
85130C,BEADED CRYSTAL HEART BLUE  LARGE,437.22,482,46,37,47,0.004108395487065068,0.9070954356846473
21828,EIGHT PIECE SNAKE  SET,435.79,330,84,53,85,0.004094958303161076,1.3205757575757577
22545,MINI JIGSAW BUNNIES,435.67,1142,75,40,75,0.004093830707308993,0.3814973730297723
84360,TABLE LAMP WHITE SHADE WOOD BASE,434.12,78,20,9,20,0.0040792659275529185,5.565641025641026
17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",433.5,170,46,42,46,0.004073440015650489,2.55
35653,VINTAGE BEAD NOTEBOOK,433.19,150,52,11,52,0.004070527059699274,2.8879333333333332
85168B,BLACK BAROQUE CARRIAGE CLOCK,432.78999999999996,51,35,5,35,0.004066768406858996,8.486078431372547
22229,BUNNY WOODEN PAINTED WITH FLOWER,432.46,568,101,54,103,0.004063667518265768,0.7613732394366197
23058,CHRISTMAS HANGING SNOWFLAKE,430.86,490,48,39,48,0.004048632906904659,0.8793061224489797
20705,MRS ROBOT SOFT TOY,428.85,143,28,27,28,0.004029745676382266,2.998951048951049
21002,ROSE DU SUD DRAWSTRING BAG,428.66,125,66,5,66,0.004027960316283134,3.4292800000000003
21088,SET/6 FRUIT SALAD PAPER CUPS,428.28000000000003,1678,103,67,103,0.0040243895960848704,0.25523241954707987
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",428.0,683,105,62,106,0.004021758539096676,0.6266471449487555
21758,VINTAGE SHELLS PRINT,427.46000000000004,50,32,13,32,0.004016684357762302,8.5492
77101A,UNION FLAG WINDSOCK,426.94,387,22,16,22,0.004011798109069941,1.103204134366925
20934,SET/3 POT PLANT CANDLES,424.46000000000004,68,32,20,32,0.003988494461460223,6.242058823529412
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,424.08,177,49,21,49,0.003984923741261959,2.3959322033898305
90200E,GREEN SWEETHEART BRACELET,423.41,103,44,15,44,0.003978627997754495,4.110776699029127
23044,PAPER LANTERN 9 POINT HOLLY STAR S,423.29,101,25,24,26,0.003977500401902412,4.190990099009901
21318,GLASS CHALICE BLUE SMALL,421.78,694,49,38,50,0.003963311487430364,0.6077521613832852
90154,LAZER CUT NECKLACE W PASTEL BEADS,421.75,57,5,5,5,0.003963029588467343,7.399122807017544
85136C,RED SHARK HELICOPTER,421.18,52,36,20,36,0.003957673508169949,8.099615384615385
72799F,IVORY PILLAR CANDLE GOLD FLOCK,421.13000000000005,144,30,19,30,0.003957203676564915,2.9245138888888893
20762,GREEN FERN SKETCHBOOK,420.08,106,56,42,56,0.003947337212859186,3.963018867924528
21129,SILVER FISHING GNOME,419.52000000000004,52,27,13,27,0.003942075098882798,8.067692307692308
22134,LADLE LOVE HEART RED,419.0,889,162,29,163,0.0039371888501904375,0.47131608548931386
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,418.98,201,50,0,50,0.003937000917548424,2.0844776119402986
90114,SUMMER DAISIES BAG CHARM,417.96,167,88,11,88,0.0039274163528057165,2.502754491017964
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,416.91,223,48,22,48,0.003917549889099989,1.8695515695067266
22214,CANDLE PLATE LACE WHITE,416.59999999999997,193,56,18,56,0.0039146369331487735,2.1585492227979275
20765,CHRYSANTHEMUM SKETCHBOOK,416.05,102,59,45,59,0.003909468785493393,4.078921568627451
21147,JINGLE BELLS TREE DECORATION,415.77,203,76,11,77,0.003906837728505199,2.048128078817734
22405,MONEY BOX POCKET MONEY DESIGN,415.36,372,70,46,70,0.003902985109343915,1.1165591397849464
22108,PING! MICROWAVE PLATE,415.09000000000003,152,63,16,63,0.0039004480186767276,2.730855263157895
21285,RETROSPOT CANDLE  MEDIUM,413.88,365,43,26,43,0.003889078093834889,1.133917808219178
21884,CAKES AND BOWS GIFT  TAPE,413.76,1166,93,43,93,0.0038879504979828054,0.3548542024013722
90161C,ANT COPPER LIME BOUDICCA BRACELET,412.74,83,50,13,50,0.0038783659332400984,4.972771084337349
23459,DOLLY CABINET 2 DRAWERS,412.5,33,19,19,19,0.003876110741535932,12.5
15056p,EDWARDIAN PARASOL PINK,412.48,33,26,0,26,0.003875922808893918,12.49939393939394
84658,WHITE STITCHED CUSHION COVER,412.23,57,22,14,23,0.003873573650868745,7.232105263157895
23415,HOME SWEET HOME HOOK,412.17999999999995,328,47,42,47,0.00387310381926371,1.2566463414634146
84596E,SMALL LICORICE DES PINK BOWL,411.68,564,79,33,79,0.003868405503213364,0.7299290780141844
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,411.55999999999995,308,20,18,20,0.0038672779073612796,1.336233766233766
21817,GLITTER CHRISTMAS TREE,410.91,906,58,48,61,0.0038611700964958297,0.45354304635761594
22447,PIN CUSHION BABUSHKA BLUE,410.81,137,45,16,45,0.0038602304332857607,2.998613138686131
20830,SILVER PHOTO FRAME,409.83,136,37,19,37,0.0038510217338270807,3.013455882352941
21579,LOLITA  DESIGN  COTTON TOTE BAG,409.72,176,50,30,50,0.003849988104296006,2.3279545454545456
22051,BLUE SCANDINAVIAN PAISLEY WRAP,409.5,975,39,36,39,0.003847920845233853,0.42
85203,HANGING WOOD AND FELT BUTTERFLY,408.99,895,127,45,132,0.003843128562862499,0.45697206703910614
16219,HOUSE SHAPE PENCIL SHARPENER,407.71999999999997,3048,100,41,100,0.0038311948400946184,0.13376640419947505
84821,DANISH ROSE DELUXE COASTER,407.15,935,40,35,41,0.0038258387597972236,0.4354545454545454
35964,FOLKART CLIP ON STARS,404.08,783,100,34,101,0.003796991099248096,0.516066411238825
22406,MONEY BOX KINGS CHOICE DESIGN,403.46,346,84,49,84,0.003791165187345666,1.1660693641618496
22510,GINGHAM BABUSHKA DOORSTOP,402.74,210,42,34,42,0.003784399612233167,1.9178095238095239
23339,EGG FRYING PAN BLUE,400.84000000000003,173,76,43,76,0.0037665460112418503,2.3169942196531794
23576,SNACK TRAY RED VINTAGE DOILY,400.03999999999996,198,37,28,38,0.0037590287055612945,2.02040404040404
23429,RED RETRO KITCHEN WALL CLOCK,400.01,47,23,19,23,0.0037587468065982746,8.510851063829787
23039,T-LIGHT HOLDER SILVER HEART HANDLE,399.71,199,28,22,29,0.003755927816968066,2.0085929648241203
22345,PARTY PIZZA DISH BLUE POLKADOT,399.05,1117,71,29,73,0.003749726039781609,0.35725156669650854
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,399.02,37,26,9,27,0.003749444140818588,10.784324324324324
21131,GOLD STANDING GNOME,398.02,106,28,11,28,0.003740047508717895,3.7549056603773585
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,395.61,5884,30,15,31,0.003717401625355225,0.06723487423521414
23661,MILK MAIDS MUG,393.59,219,33,23,34,0.0036984204285118237,1.797214611872146
22048,BIRTHDAY BANQUET GIFT WRAP,393.5,975,32,32,32,0.0036975747316227623,0.4035897435897436
20867,PINK ROSE FABRIC MIRROR,393.46999999999997,331,62,23,62,0.0036972928326597407,1.1887311178247733
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,393.0,994,55,16,61,0.0036928764155724153,0.3953722334004024
90200B,BLACK SWEETHEART BRACELET,392.83,93,47,18,47,0.003691278988115297,4.223978494623656
23150,IVORY SWEETHEART SOAP DISH,390.75000000000006,148,49,33,49,0.003671733993345856,2.640202702702703
85232A,SET/3 POLKADOT STACKING TINS,389.55,78,29,22,29,0.003660458034825024,4.99423076923077
84826,ASSTD DESIGN 3D PAPER STICKERS,389.38,1162,31,28,33,0.003658860607367906,0.3350946643717728
21373,MIRRORED WALL ART SNOWFLAKES,389.04,512,47,41,47,0.0036556657524536703,0.75984375
23337,EGG FRYING PAN MINT,388.75,180,69,49,69,0.003652940729144469,2.1597222222222223
35095A,BLUE VICTORIAN FABRIC OVAL BOX,388.57,925,100,29,100,0.003651249335366344,0.42007567567567566
84974,S/2 ZINC HEART DESIGN PLANTERS,388.04999999999995,39,28,26,28,0.0036463630866739837,9.95
22256,FELT FARM ANIMAL CHICKEN,387.9,286,50,32,51,0.00364495359185888,1.3562937062937062
21879,HEARTS GIFT TAPE,385.47,1176,94,52,95,0.003622119775854196,0.32778061224489796
84247E,PACK/12 XMAS FUN CARD,384.09000000000003,140,48,23,48,0.003609152423555239,2.7435
21881,CUTE CATS TAPE,383.11,1102,79,37,79,0.00359994372409656,0.3476497277676951
20854,BLUE PATCH PURSE PINK HEART,383.02,242,41,16,41,0.0035990980272074973,1.5827272727272728
21197,MULTICOLOUR  CONFETTI IN TUBE,382.9599999999999,284,27,13,27,0.003598534229281455,1.3484507042253517
23116,VEGETABLE GARDEN CHOPPING BOARD,382.44,76,22,17,22,0.0035936479805890958,5.032105263157895
84919,BLUE CUSHION COVER WITH FLOWER,381.78000000000003,58,29,9,29,0.0035874462034026383,6.5824137931034485
22346,PARTY PIZZA DISH GREEN POLKADOT,381.09,1034,59,23,60,0.0035809625272531596,0.36855899419729204
85179A,GREEN BITTY LIGHT CHAIN,380.79,193,59,15,59,0.0035781435376229516,1.9730051813471503
21562,HAWAIIAN GRASS SKIRT,380.36,324,28,20,28,0.0035741029858196538,1.1739506172839507
16045,POPART WOODEN PENCILS ASST,380.0,8900,68,61,69,0.0035707201982634043,0.04269662921348315
46776D,WOVEN SUNSET CUSHION COVER,378.29,89,37,3,37,0.0035546519573712186,4.2504494382022475
90161B,ANT COPPER TURQ BOUDICCA BRACELET,377.88,76,37,10,37,0.0035507993382099348,4.972105263157895
21051,RIBBONS PURSE,377.2,192,51,23,51,0.003544409628381463,1.9645833333333333
90160C,TURQ+RED BOUDICCA LARGE BRACELET,377.04,54,26,14,26,0.0035429061672453523,6.982222222222223
47367B,PAIR PADDED HANGERS PINK CHECK,376.27000000000004,112,43,11,43,0.003535670760527819,3.3595535714285716
